Rowno,Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time1
35838,35838,4002,4002,1,Tue,Inbound Commuter,HH,167.69,16,17
36090,36090,4002,4002,1,Tue,Inbound Commuter,HO,102.78,16,17
36091,36091,4002,4002,1,Tue,Inbound Commuter,OH,135.25,21,22
36165,36165,4002,4002,1,Tue,Short Term Visitor,WW,344.42,19,20
36860,36860,4002,4002,1,Tue,Resident Worker,OO,174.57,19,20
37308,37308,4002,4002,1,Tue,Home Worker,OO,53.61,20,21
37810,37810,4002,4002,1,Tue,Short Term Visitor,OH,216.76,7,8
38413,38413,4002,4002,1,Tue,Long Term Visitor,HH,110.22,4,5
38553,38553,4002,4002,1,Tue,Short Term Visitor,OH,100.49,23,24
38649,38649,4002,4002,1,Tue,Short Term Visitor,WO,159.47,6,7
39553,39553,4002,4002,1,Tue,Home Worker,OO,45.73,19,20
39623,39623,4002,4002,1,Tue,Long Term Visitor,HO,44.29,18,19
41787,41787,4002,4002,1,Tue,Inbound Commuter,OO,141.29,14,15
42656,42656,4002,4002,1,Tue,Inbound Commuter,HW,43.14,11,12
42657,42657,4002,4002,1,Tue,Inbound Commuter,WW,96.05,11,12
42658,42658,4002,4002,1,Tue,Inbound Commuter,WH,43.14,13,14
43514,43514,4002,4002,1,Tue,Outbound Commuter,WW,166.09,12,13
43515,43515,4002,4002,1,Tue,Outbound Commuter,WW,123.99,14,15
43516,43516,4002,4002,1,Tue,Outbound Commuter,WW,104.99,15,16
43517,43517,4002,4002,1,Tue,Outbound Commuter,WW,72.25,17,18
44070,44070,4002,4002,1,Tue,Inbound Commuter,OW,60.9,5,6
44071,44071,4002,4002,1,Tue,Inbound Commuter,WW,60.9,5,6
44072,44072,4002,4002,1,Tue,Inbound Commuter,WO,60.9,7,8
44073,44073,4002,4002,1,Tue,Inbound Commuter,OO,336.15,16,17
46335,46335,4002,4002,1,Tue,Outbound Commuter,OO,65.78,13,14
48122,48122,4002,4002,1,Tue,Outbound Commuter,WO,83.99,10,11
48123,48123,4002,4002,1,Tue,Outbound Commuter,OO,108.62,18,19
48124,48124,4002,4002,1,Tue,Outbound Commuter,OW,50.22,20,21
48205,48205,4002,4002,1,Tue,Short Term Visitor,WO,471.97,19,20
48560,48560,4002,4002,1,Tue,Resident Worker,HH,47.43,21,22
48973,48973,4002,4002,1,Tue,Short Term Visitor,OH,204.5,6,7
49517,49517,4002,4002,1,Tue,Inbound Commuter,HO,47.46,6,7
49518,49518,4002,4002,1,Tue,Inbound Commuter,OH,47.46,8,9
49519,49519,4002,4002,1,Tue,Inbound Commuter,HH,82.05,11,12
49520,49520,4002,4002,1,Tue,Inbound Commuter,HO,78.09,13,14
49521,49521,4002,4002,1,Tue,Inbound Commuter,OO,253.36,15,16
49522,49522,4002,4002,1,Tue,Inbound Commuter,HO,47.46,18,19
49679,49679,4002,4002,1,Tue,Long Term Visitor,HH,143.93,7,8
50341,50341,4002,4002,1,Tue,Inbound Commuter,OW,81.82,8,9
50342,50342,4002,4002,1,Tue,Inbound Commuter,WO,61.85,13,14
50566,50566,4002,4002,1,Tue,Long Term Visitor,OH,75.53,7,8
51054,51054,4002,4002,1,Tue,Inbound Commuter,HO,37.38,11,12
51790,51790,4002,4002,1,Tue,Inbound Commuter,OW,72.69,6,7
51791,51791,4002,4002,1,Tue,Inbound Commuter,WW,72.69,13,14
51792,51792,4002,4002,1,Tue,Inbound Commuter,WO,72.69,15,16
52271,52271,4002,4002,1,Tue,Outbound Commuter,OW,123.51,8,9
53381,53381,4002,4002,1,Tue,Long Term Visitor,HH,122.38,11,12
54387,54387,4002,4002,1,Tue,Long Term Visitor,HH,144.88,19,20
55226,55226,4002,4002,1,Tue,Short Term Visitor,OH,194.73,5,6
55661,55661,4002,4002,1,Tue,Outbound Commuter,HW,118.87,7,8
55662,55662,4002,4002,1,Tue,Outbound Commuter,WH,51.18,21,22
55663,55663,4002,4002,1,Tue,Outbound Commuter,HH,103.17,21,22
56134,56134,4002,4002,1,Tue,Resident Worker,OO,108.45,14,15
56211,56211,4002,4002,1,Tue,Inbound Commuter,HH,128.2,21,22
56817,56817,4002,4002,1,Tue,Home Worker,HO,77.26,14,15
56818,56818,4002,4002,1,Tue,Home Worker,OH,180.82,15,16
57978,57978,4002,4002,1,Tue,Inbound Commuter,HH,167.64,19,20
58380,58380,4002,4002,1,Tue,Inbound Commuter,WO,39.63,17,18
58436,58436,4002,4002,1,Tue,Long Term Visitor,HH,248.13,5,6
58437,58437,4002,4002,1,Tue,Long Term Visitor,HH,74.22,20,21
58693,58693,4002,4002,1,Tue,Short Term Visitor,WW,45.0,22,23
59690,59690,4002,4002,1,Tue,Inbound Commuter,WO,89.83,14,15
60758,60758,4002,4002,1,Tue,Outbound Commuter,OH,46.93,22,23
61761,61761,4002,4002,1,Tue,Home Worker,HH,158.36,17,18
61981,61981,4002,4002,1,Tue,Long Term Visitor,OH,134.08,14,15
61982,61982,4002,4002,1,Tue,Long Term Visitor,HO,139.51,20,21
62258,62258,4002,4002,1,Tue,Outbound Commuter,HH,43.85,17,18
63037,63037,4002,4002,1,Tue,Inbound Commuter,HH,106.91,17,18
63038,63038,4002,4002,1,Tue,Inbound Commuter,HO,79.33,20,21
63568,63568,4002,4002,1,Tue,Outbound Commuter,WW,32.0,19,20
