Rowno,Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time1
667,667,500,499,1,Tue,Resident Worker,HW,156.11,8,9
668,668,499,500,1,Tue,Resident Worker,WH,29.46,21,22
669,669,420,578,1,Tue,Home Worker,HO,47.21,6,7
670,670,578,511,1,Tue,Home Worker,OO,47.21,13,14
671,671,511,420,1,Tue,Home Worker,OH,47.21,17,18
676,676,908,897,1,Tue,Long Term Visitor,OO,37.52,13,14
679,679,382,382,1,Tue,Home Worker,HH,145.55,17,18
689,689,903,977,1,Tue,Long Term Visitor,OO,633.81,14,15
690,690,977,726,1,Tue,Long Term Visitor,OO,37.31,17,18
696,696,301,301,1,Tue,Home Worker,HH,69.97,17,18
702,702,347,675,1,Tue,Home Worker,HO,27.56,18,19
703,703,675,347,1,Tue,Home Worker,OH,27.56,21,22
704,704,788,788,1,Tue,Home Worker,HH,164.08,14,15
705,705,788,788,1,Tue,Home Worker,HH,189.59,17,18
712,712,848,858,1,Tue,Home Worker,HH,30.57,19,20
714,714,633,499,1,Tue,Home Worker,HO,56.89,16,17
715,715,499,633,1,Tue,Home Worker,OH,77.64,19,20
716,716,633,633,1,Tue,Home Worker,HH,26.38,22,23
720,720,917,800,1,Tue,Long Term Visitor,OO,120.53,8,9
721,721,800,917,1,Tue,Long Term Visitor,OO,45.4,12,13
722,722,917,800,1,Tue,Long Term Visitor,OO,90.19,17,18
732,732,998,771,1,Tue,Resident Worker,OO,47.12,10,11
734,734,781,835,1,Tue,Resident Worker,HW,24.13,10,11
735,735,835,835,1,Tue,Resident Worker,WW,58.25,12,13
736,736,835,781,1,Tue,Resident Worker,WH,24.13,17,18
738,738,899,903,1,Tue,Long Term Visitor,OO,352.96,14,15
743,743,1059,985,1,Tue,Resident Worker,HW,45.66,5,6
744,744,985,1032,1,Tue,Resident Worker,WO,45.66,15,16
745,745,1032,1054,1,Tue,Resident Worker,OH,45.66,16,17
746,746,1054,1072,1,Tue,Resident Worker,HH,45.66,17,18
748,748,927,772,1,Tue,Home Worker,HO,6.65,9,10
749,749,772,773,1,Tue,Home Worker,OO,6.65,11,12
750,750,773,930,1,Tue,Home Worker,OH,6.65,19,20
751,751,622,872,1,Tue,Resident Worker,HO,50.46,10,11
752,752,872,969,1,Tue,Resident Worker,OO,50.46,11,12
