Rowno,Rowno,Origin_Zone,Destination_Zone,Start_Date,Aggregation,Subscriber_Class,Purpose,Count,Start_time,End_time1
73834,73834,4004,4004,1,Tue,Short Term Visitor,WH,45.04,23,24
74130,74130,4004,4004,1,Tue,Long Term Visitor,OH,21.59,8,9
74131,74131,4004,4004,1,Tue,Long Term Visitor,HH,21.59,9,10
74132,74132,4004,4004,1,Tue,Long Term Visitor,HH,21.59,14,15
74133,74133,4004,4004,1,Tue,Long Term Visitor,HH,91.39,15,16
74134,74134,4004,4004,1,Tue,Long Term Visitor,HH,108.21,18,19
74135,74135,4004,4004,1,Tue,Long Term Visitor,HO,51.67,19,20
75609,75609,4004,4004,1,Tue,Long Term Visitor,HH,28.04,4,5
78701,78701,4004,4004,1,Tue,Inbound Commuter,OH,31.28,22,23
78729,78729,4004,4004,1,Tue,Inbound Commuter,HH,64.93,11,12
79181,79181,4004,4004,1,Tue,Outbound Commuter,WW,106.02,10,11
79182,79182,4004,4004,1,Tue,Outbound Commuter,WW,240.84,13,14
80272,80272,4004,4004,1,Tue,Short Term Visitor,OW,262.27,18,19
80678,80678,4004,4004,1,Tue,Long Term Visitor,HH,75.1,21,22
84500,84500,4004,4004,1,Tue,Short Term Visitor,WW,110.0,22,23
84501,84501,4004,4004,1,Tue,Short Term Visitor,WW,31.31,23,24
85014,85014,4004,4004,1,Tue,Outbound Commuter,WO,97.74,17,18
85107,85107,4004,4004,1,Tue,Long Term Visitor,OH,77.48,7,8
86137,86137,4004,4004,1,Tue,Inbound Commuter,HH,114.72,9,10
86988,86988,4004,4004,1,Tue,Home Worker,OO,193.94,13,14
87442,87442,4004,4004,1,Tue,Inbound Commuter,OH,24.92,9,10
87443,87443,4004,4004,1,Tue,Inbound Commuter,HH,60.89,10,11
87444,87444,4004,4004,1,Tue,Inbound Commuter,HH,24.92,13,14
87445,87445,4004,4004,1,Tue,Inbound Commuter,HH,90.32,20,21
87600,87600,4004,4004,1,Tue,Inbound Commuter,OO,19.16,20,21
87601,87601,4004,4004,1,Tue,Inbound Commuter,OH,19.16,21,22
88113,88113,4004,4004,1,Tue,Outbound Commuter,WO,36.22,8,9
89439,89439,4004,4004,1,Tue,Resident Worker,WW,33.6,13,14
90146,90146,4004,4004,1,Tue,Short Term Visitor,HW,42.38,13,14
95728,95728,4004,4004,1,Tue,Outbound Commuter,OH,51.02,18,19
96706,96706,4004,4004,1,Tue,Home Worker,OO,38.47,21,22
97261,97261,4004,4004,1,Tue,Outbound Commuter,WW,89.86,14,15
97262,97262,4004,4004,1,Tue,Outbound Commuter,WW,160.9,15,16
100664,100664,4004,4004,1,Tue,Resident Worker,OO,73.77,18,19
100665,100665,4004,4004,1,Tue,Resident Worker,OO,58.76,19,20
103322,103322,4004,4004,1,Tue,Resident Worker,OO,96.71,13,14
105606,105606,4004,4004,1,Tue,Resident Worker,WW,94.18,9,10
105607,105607,4004,4004,1,Tue,Resident Worker,WO,47.09,10,11
105965,105965,4004,4004,1,Tue,Resident Worker,OO,35.9,8,9
110300,110300,4004,4004,1,Tue,Outbound Commuter,HW,42.66,5,6
110301,110301,4004,4004,1,Tue,Outbound Commuter,WH,77.68,13,14
115000,115000,4004,4004,1,Tue,Inbound Commuter,WO,74.06,10,11
115175,115175,4004,4004,1,Tue,Short Term Visitor,WW,36.14,6,7
116001,116001,4004,4004,1,Tue,Outbound Commuter,HH,46.96,7,8
116002,116002,4004,4004,1,Tue,Outbound Commuter,HW,82.52,8,9
116067,116067,4004,4004,1,Tue,Outbound Commuter,OW,30.76,12,13
118825,118825,4004,4004,1,Tue,Inbound Commuter,HH,53.6,16,17
119845,119845,4004,4004,1,Tue,Home Worker,OO,94.58,16,17
122247,122247,4004,4004,1,Tue,Short Term Visitor,HW,30.96,18,19
122815,122815,4004,4004,1,Tue,Outbound Commuter,OH,23.46,21,22
124717,124717,4004,4004,1,Tue,Long Term Visitor,HW,46.48,6,7
124718,124718,4004,4004,1,Tue,Long Term Visitor,WH,30.93,21,22
125529,125529,4004,4004,1,Tue,Outbound Commuter,HW,35.92,9,10
125530,125530,4004,4004,1,Tue,Outbound Commuter,WH,35.92,22,23
126097,126097,4004,4004,1,Tue,Home Worker,HO,41.66,14,15
126098,126098,4004,4004,1,Tue,Home Worker,OH,41.66,17,18
126506,126506,4004,4004,1,Tue,Inbound Commuter,HH,43.39,21,22
127867,127867,4004,4004,1,Tue,Resident Worker,OO,17.55,9,10
128282,128282,4004,4004,1,Tue,Outbound Commuter,OW,42.43,7,8
131192,131192,4004,4004,1,Tue,Long Term Visitor,HO,42.95,22,23
131193,131193,4004,4004,1,Tue,Long Term Visitor,OH,14.27,23,24
