origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
864,109,0,0,0,0,0,2,4,9,9,8,7,9,10,9,5,4,6,6,2,6,5,3,4,1,864,110,0,0,0,0,0,0,1,4,6,4,9,8,4,10,9,9,5,5,14,11,5,3,2,1
865,220,0,0,0,0,3,6,8,13,9,13,16,13,21,11,13,12,15,23,13,8,8,9,5,1,865,207,0,0,0,0,0,2,10,12,7,13,13,15,12,11,14,12,14,11,19,12,9,11,6,4
866,26,0,0,0,0,0,0,3,2,3,1,0,1,3,3,0,4,4,1,1,0,0,0,0,0,866,17,0,0,0,0,0,0,1,1,0,0,1,1,2,1,3,1,2,2,1,0,0,1,0,0
867,72,0,0,0,0,0,1,0,3,4,5,5,9,4,5,4,7,5,7,2,6,2,2,1,0,867,73,0,0,0,0,0,0,2,0,7,3,4,5,4,6,5,3,10,10,6,3,0,3,1,1
868,256,0,0,0,0,4,3,14,15,18,12,15,17,22,19,7,23,21,20,13,13,11,5,3,1,868,263,0,0,0,0,0,2,3,13,14,17,12,15,14,19,20,14,22,21,15,13,12,18,8,10
869,30,0,0,0,0,0,0,1,3,2,8,0,2,2,2,1,2,0,0,2,1,3,1,0,0,869,26,0,0,0,0,0,0,0,2,2,1,0,0,1,3,1,2,0,2,3,5,1,1,0,2
870,102,0,0,0,0,1,4,9,6,7,3,4,5,16,8,6,7,6,7,2,3,4,2,2,0,870,100,0,0,0,0,0,1,0,6,6,3,5,3,2,11,8,11,8,7,9,8,3,0,4,5
871,165,0,0,0,0,1,1,9,12,17,14,9,8,7,11,15,9,10,9,14,8,5,4,2,0,871,165,0,0,0,0,0,2,3,4,8,11,7,9,11,14,14,10,11,10,19,10,6,6,3,6
872,270,0,0,0,0,0,2,12,27,16,19,17,18,18,20,21,18,16,20,17,9,6,8,5,1,872,253,0,0,0,0,0,1,4,6,12,22,21,11,13,13,13,20,18,15,27,11,14,13,10,7
873,26,0,0,0,0,0,0,0,1,1,0,2,1,0,6,3,2,4,1,2,3,0,0,0,0,873,30,0,0,0,0,0,0,0,0,3,2,2,3,1,1,1,6,3,2,2,2,1,0,0,0
874,92,0,0,0,0,2,4,8,8,7,4,8,6,6,4,5,6,3,7,1,2,7,4,0,0,874,76,0,0,0,0,0,0,2,3,5,5,4,4,2,3,3,7,4,8,8,4,4,5,4,0
875,147,0,0,0,0,0,5,10,10,14,14,9,10,10,10,5,11,5,11,3,8,7,2,2,1,875,127,0,0,0,0,0,0,3,5,4,9,7,8,6,9,7,11,7,15,10,7,4,6,4,4
876,248,0,0,0,0,0,5,9,7,10,16,17,23,16,18,15,17,16,22,23,11,15,4,4,0,876,222,0,0,0,0,0,2,3,10,13,17,12,19,16,13,14,12,18,16,21,12,8,5,6,4
877,222,0,0,0,0,0,5,5,6,12,9,18,18,18,14,15,19,22,19,11,8,8,5,9,1,877,159,0,0,0,0,0,0,11,5,12,12,18,13,17,6,12,5,8,9,9,7,4,4,5,2
878,90,0,0,0,0,0,1,3,4,4,10,8,7,7,5,7,8,10,6,5,1,2,1,1,0,878,69,0,0,0,0,0,0,3,6,5,5,10,2,2,6,3,1,7,6,2,3,1,1,2,3
879,211,0,0,0,0,1,3,14,10,16,13,13,14,14,19,10,14,13,11,12,14,7,8,5,0,879,209,0,0,0,0,0,1,1,2,11,8,9,8,13,11,14,14,13,24,26,14,10,14,8,7
880,212,0,0,0,0,2,4,16,18,21,19,11,11,15,9,14,12,15,10,10,8,7,4,4,2,880,204,0,0,0,0,0,2,5,13,12,10,13,9,16,8,13,20,17,17,10,11,9,11,5,2
881,128,0,0,0,0,3,2,6,8,12,5,11,8,8,7,5,9,11,14,5,3,6,3,2,0,881,131,0,0,0,0,0,0,3,2,6,6,6,6,11,8,8,8,14,19,11,6,3,5,5,2
882,253,0,0,0,0,1,6,29,28,21,19,22,13,18,9,12,9,14,13,8,11,8,7,5,0,882,255,0,0,0,0,0,0,1,7,9,18,10,12,10,13,7,18,17,25,30,20,20,14,16,7
883,314,0,0,0,0,2,8,12,23,19,13,19,25,23,15,20,20,15,33,18,22,16,8,2,1,883,301,0,0,0,0,0,0,1,12,18,23,16,14,23,17,16,32,21,21,21,12,18,8,21,5
884,45,0,0,0,0,1,1,3,3,4,2,3,4,4,2,3,4,5,2,0,1,1,1,1,0,884,40,0,0,0,0,0,0,0,3,2,2,1,2,3,3,0,3,6,3,1,3,1,4,1,1
885,37,0,0,0,0,0,0,2,2,5,5,3,3,1,3,1,3,3,1,2,1,0,2,0,0,885,31,0,0,0,0,0,0,1,1,2,1,2,3,2,0,2,2,3,1,1,3,0,1,3,3
886,245,0,0,0,0,2,3,18,20,20,15,17,16,18,14,15,9,16,18,13,9,7,8,6,1,886,240,0,0,0,0,0,1,2,11,9,12,15,11,7,10,28,19,20,18,22,22,10,9,7,6
887,9,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,887,11,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,0,3,0,1,0,0,0
888,688,0,0,0,0,3,15,58,71,69,59,41,34,37,42,36,36,42,37,34,26,21,16,10,1,888,673,0,0,0,0,0,2,7,19,18,28,17,14,36,42,41,44,70,69,75,57,49,37,26,18
889,285,0,0,0,0,2,10,15,26,19,16,16,17,12,16,14,24,19,31,10,16,10,5,7,0,889,301,0,0,0,0,0,1,5,10,14,15,21,17,11,15,17,17,17,25,39,28,14,15,15,5
890,42,0,0,0,0,1,2,2,4,2,2,3,4,2,0,3,4,3,3,2,1,0,3,1,0,890,39,0,0,0,0,0,0,2,3,3,3,4,1,3,0,3,1,3,3,2,1,1,4,1,1
891,73,0,0,0,0,1,4,5,2,8,3,5,3,5,4,4,6,11,1,4,2,1,2,2,0,891,69,0,0,0,0,0,2,3,10,8,5,4,5,6,3,1,3,6,4,2,1,2,1,1,2
892,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
893,9,0,0,0,0,0,1,0,1,1,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,893,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1
894,53,0,0,0,0,0,0,2,6,8,7,5,2,3,2,2,1,2,5,2,1,2,2,0,1,894,37,0,0,0,0,0,0,1,0,2,3,2,1,0,4,1,7,4,4,1,1,1,2,2,1
895,670,0,0,0,0,2,14,22,25,31,49,62,51,44,39,44,44,49,43,39,36,28,24,19,5,895,703,0,0,0,0,0,1,8,25,30,35,37,48,51,56,41,54,47,50,58,45,40,30,23,17
896,138,0,0,0,0,0,6,6,10,10,14,7,13,11,5,9,9,10,8,6,3,4,5,2,0,896,135,0,0,0,0,0,0,5,3,6,6,9,6,6,11,8,12,9,8,9,11,6,6,9,4
897,2042,0,0,0,0,7,32,37,61,68,82,87,107,110,136,148,147,199,166,149,122,103,103,125,53,897,2155,0,0,0,0,0,10,68,132,184,224,204,185,158,144,126,107,105,89,100,104,69,65,48,29
898,332,0,0,0,0,0,6,7,17,23,27,30,26,16,14,17,24,14,21,14,19,13,17,18,9,898,356,0,0,0,0,0,2,8,16,17,30,30,31,21,21,23,20,22,22,17,24,19,14,10,7
899,443,0,0,0,0,2,6,12,12,20,40,32,26,36,39,44,36,35,37,20,15,8,8,11,4,899,401,0,0,0,0,0,4,3,17,26,36,47,41,22,27,25,23,17,22,18,14,16,13,16,10
900,536,0,0,0,0,0,6,9,18,21,34,30,37,33,34,48,57,52,46,33,40,17,14,5,2,900,535,0,0,0,0,0,3,6,16,37,54,51,57,52,42,37,33,29,26,19,26,17,12,6,9
901,201,0,0,0,0,1,4,11,11,20,14,18,21,12,12,12,14,9,8,13,8,7,5,1,0,901,195,0,0,0,0,0,3,2,5,5,5,13,9,9,13,11,13,15,10,14,22,11,15,10,6
902,1095,0,0,0,0,5,19,24,46,48,64,74,67,74,79,79,74,69,81,72,51,59,45,49,16,902,1212,0,0,0,0,0,7,27,53,60,74,81,93,95,94,80,82,76,80,74,63,58,51,32,26
903,2058,0,0,0,0,6,19,30,46,59,72,104,114,128,128,160,161,186,186,140,144,137,144,77,17,903,2229,0,0,0,0,0,8,54,96,140,181,211,214,198,168,160,125,133,126,117,95,76,59,39,23
904,859,0,0,0,0,2,4,6,11,8,20,26,42,48,57,76,74,78,84,79,69,64,61,42,8,904,825,0,0,0,0,0,1,21,47,104,105,90,89,64,55,53,39,37,35,30,20,15,11,5,3
905,39,0,0,0,0,0,2,2,6,3,5,3,0,1,1,4,0,1,5,3,1,0,1,1,0,905,40,0,0,0,0,0,0,0,0,4,3,3,4,1,2,2,3,3,2,3,3,3,2,1,1
906,655,0,0,0,0,1,9,18,31,55,47,56,54,56,40,33,39,53,48,33,25,26,14,11,6,906,701,0,0,0,0,0,5,11,17,18,34,48,57,52,49,56,46,65,38,49,39,37,32,23,17
907,27,0,0,0,0,0,0,1,1,3,5,1,0,4,2,2,1,1,0,2,1,1,2,0,0,907,30,0,0,0,0,0,0,0,1,1,2,4,1,3,3,2,2,0,4,3,1,1,0,1,1
908,502,0,0,0,0,1,10,9,17,39,34,35,38,32,31,35,32,32,56,24,20,24,18,11,4,908,515,0,0,0,0,0,1,7,8,33,38,36,41,32,23,31,30,35,47,31,33,34,18,19,9
909,466,0,0,0,0,0,5,9,24,26,32,37,32,32,32,29,27,31,41,31,25,20,11,19,3,909,502,0,0,0,0,0,2,11,9,18,32,29,37,32,38,38,35,39,36,36,38,16,21,17,14
910,245,0,0,0,0,1,4,15,17,24,23,16,22,17,14,17,11,10,9,16,13,7,5,3,1,910,239,0,0,0,0,0,1,3,8,11,9,10,12,15,17,19,18,28,21,19,21,5,11,6,3
911,382,0,0,0,0,0,7,11,21,29,16,36,28,27,29,30,33,26,23,26,16,8,10,4,2,911,387,0,0,0,0,0,3,13,20,24,20,13,26,28,29,25,30,24,17,28,26,20,16,16,7
912,120,0,0,0,0,0,1,8,6,19,11,12,9,4,7,2,7,7,4,6,4,4,6,3,0,912,127,0,0,0,0,0,0,1,3,2,8,8,1,4,7,7,12,7,20,9,10,7,5,10,5
913,368,0,0,0,0,0,9,6,22,22,41,30,28,29,29,32,23,23,21,25,9,6,7,4,2,913,347,0,0,0,0,0,1,4,8,13,24,30,27,23,26,30,19,21,25,22,19,17,17,11,8
914,490,0,0,0,0,1,3,10,20,33,38,35,43,35,28,24,34,29,26,22,33,32,20,18,6,914,537,0,0,0,0,0,4,4,6,16,22,35,36,43,33,40,42,35,42,52,40,23,23,23,13
915,458,0,0,0,0,0,7,10,29,29,41,39,39,33,23,26,28,22,26,26,28,20,18,8,6,915,501,0,0,0,0,0,0,7,8,14,22,27,28,30,32,28,32,29,42,47,26,36,32,30,19
916,507,0,0,0,0,3,7,8,23,36,40,43,43,29,39,37,29,32,35,23,29,20,21,3,7,916,510,0,0,0,0,0,0,9,17,20,25,26,33,29,31,27,34,38,34,33,35,36,33,33,14
917,636,0,0,0,0,2,11,28,48,58,53,57,48,44,32,29,30,44,38,37,32,14,17,10,4,917,627,0,0,0,0,0,1,10,8,21,27,30,36,39,36,31,47,52,56,56,52,31,35,29,25
918,75,0,0,0,0,0,0,1,7,8,9,11,6,7,3,1,3,5,4,1,3,5,1,0,0,918,82,0,0,0,0,0,0,0,0,3,4,3,6,5,4,6,4,7,3,5,9,6,7,6,2
919,94,0,0,0,0,0,1,3,5,8,7,4,3,8,3,7,7,6,4,8,3,6,8,2,1,919,128,0,0,0,0,0,0,2,1,5,6,5,11,9,11,10,8,6,11,9,11,9,4,5,3
920,209,0,0,0,0,0,3,8,10,13,12,18,12,10,13,6,15,17,17,12,16,11,5,10,1,920,238,0,0,0,0,0,1,6,14,11,14,10,13,19,14,14,19,15,25,16,16,13,11,4,1
921,96,0,0,0,0,2,0,1,3,6,8,5,6,4,7,3,6,11,6,8,4,5,5,6,0,921,106,0,0,0,0,0,0,0,2,2,5,3,9,9,8,6,9,5,13,13,9,6,5,1,1
922,226,0,0,0,0,1,6,7,16,22,16,13,10,14,17,17,9,7,11,16,10,13,14,7,0,922,255,0,0,0,0,0,0,3,5,6,9,24,24,16,15,16,16,19,21,26,20,14,7,8,5
923,138,0,0,0,0,0,3,2,7,11,9,8,9,4,4,8,6,7,8,14,9,9,10,5,5,923,174,0,0,0,0,0,1,3,3,6,7,7,8,14,7,10,11,11,18,16,22,10,5,9,5
924,243,0,0,0,0,3,2,6,15,19,17,15,10,11,13,8,15,8,17,13,22,20,17,9,3,924,313,0,0,0,0,0,0,4,7,5,11,19,23,19,18,17,14,21,40,25,27,18,17,12,15
925,287,0,0,0,0,2,4,8,15,11,16,20,19,20,9,23,22,30,35,18,15,7,8,4,1,925,274,0,0,0,0,0,3,18,21,28,20,18,21,9,11,13,16,14,14,17,16,10,12,6,5
926,34,0,0,0,0,0,2,1,3,4,2,2,2,2,2,3,2,3,0,3,2,1,0,0,0,926,34,0,0,0,0,0,0,1,2,1,2,1,2,5,2,3,3,3,4,1,2,0,0,1,1
927,265,0,0,0,0,0,6,2,12,23,16,15,25,15,18,16,14,15,17,15,18,15,10,10,3,927,319,0,0,0,0,0,0,2,9,12,21,20,20,24,30,35,25,24,17,22,16,13,10,10,8
928,135,0,0,0,0,0,1,3,8,12,14,17,6,4,10,14,14,9,9,6,2,0,5,1,0,928,125,0,0,0,0,0,0,2,6,3,9,7,8,6,11,12,6,10,5,6,7,12,5,5,4
929,60,0,0,0,0,0,0,3,5,7,7,5,6,8,2,2,4,1,2,1,2,3,2,0,0,929,65,0,0,0,0,0,0,1,1,3,3,3,5,3,8,2,2,5,1,3,5,6,8,2,3
930,241,0,0,0,0,1,4,7,16,20,16,12,20,9,15,17,11,14,24,13,17,7,10,6,2,930,279,0,0,0,0,0,2,5,12,17,11,12,21,14,18,34,22,20,17,11,13,14,16,11,7
931,396,0,0,0,0,2,3,6,21,20,28,24,36,26,17,30,27,33,48,30,19,16,7,2,1,931,424,0,0,0,0,0,2,7,20,26,33,32,31,32,24,30,32,25,34,28,15,20,9,11,8
932,845,0,0,0,0,1,5,5,15,20,28,34,37,50,42,73,87,93,110,89,67,61,22,4,2,932,724,0,0,0,0,0,2,17,36,57,92,99,76,63,53,47,32,31,20,21,17,21,17,19,2
933,242,0,0,0,0,0,2,6,16,27,29,23,21,12,11,9,11,15,21,10,11,8,4,3,3,933,226,0,0,0,0,0,0,1,4,6,13,9,12,12,11,20,18,20,17,24,11,12,14,14,5
934,433,0,0,0,0,2,6,9,21,38,46,36,25,32,21,23,33,26,30,34,25,14,6,6,0,934,376,0,0,0,0,0,1,3,6,22,17,24,19,25,21,21,19,27,33,31,29,26,21,18,10
935,638,0,0,0,0,1,6,14,36,41,59,57,45,43,45,44,30,43,44,37,33,24,12,20,4,935,662,0,0,0,0,0,1,5,18,26,25,33,49,57,47,52,39,50,50,49,33,36,32,31,22
936,747,0,0,0,0,2,11,22,35,39,60,49,64,48,50,49,47,53,46,44,45,36,32,13,2,936,750,0,0,0,0,0,2,7,9,23,36,45,53,43,49,59,58,46,54,63,56,49,32,37,19
937,317,0,0,0,0,0,5,5,17,27,34,24,21,24,20,17,23,24,23,18,14,7,9,5,0,937,344,0,0,0,0,0,0,3,8,12,18,18,15,34,24,27,27,28,24,30,20,20,12,12,10
938,147,0,0,0,0,0,7,4,3,11,12,10,12,9,9,9,10,12,10,7,5,11,6,0,0,938,147,0,0,0,0,0,1,3,11,12,13,9,10,6,8,6,8,12,8,14,5,2,6,6,5
939,53,0,0,0,0,0,1,2,4,3,1,4,6,2,4,6,4,5,3,4,1,0,2,1,0,939,50,0,0,0,0,0,0,2,2,7,6,2,4,4,1,2,3,1,2,4,4,2,2,2,0
940,90,0,0,0,0,0,0,6,3,7,5,10,12,8,2,6,7,8,4,3,4,0,3,2,0,940,90,0,0,0,0,0,0,1,1,0,6,8,7,8,7,5,5,7,6,6,5,6,2,6,4
941,74,0,0,0,0,0,0,1,3,4,6,5,5,8,7,6,2,2,11,3,7,3,0,1,0,941,64,0,0,0,0,0,0,1,3,5,4,0,9,4,6,8,1,3,5,4,1,4,1,1,2
942,51,0,0,0,0,0,0,1,4,3,3,4,5,3,4,4,4,2,4,5,1,2,1,1,0,942,55,0,0,0,0,0,0,0,1,2,3,3,2,9,3,2,4,4,4,5,3,5,2,3,0
943,177,0,0,0,0,1,4,11,11,11,15,19,15,10,4,10,10,9,12,16,9,6,0,4,0,943,187,0,0,0,0,0,1,4,4,6,15,14,13,14,6,11,7,18,13,15,13,9,6,8,9
944,170,0,0,0,0,1,5,8,14,15,13,14,8,8,11,7,11,11,10,17,7,2,4,3,1,944,165,0,0,0,0,0,1,3,3,4,9,10,10,7,12,12,12,14,14,14,10,10,9,4,5
945,156,0,0,0,0,1,2,11,13,27,13,12,14,7,7,6,7,9,6,10,3,3,2,3,0,945,145,0,0,0,0,0,0,1,1,4,6,6,8,9,10,8,6,15,12,19,8,11,8,9,4
946,53,0,0,0,0,1,0,0,1,0,2,4,3,1,3,5,9,7,6,5,2,1,3,0,0,946,55,0,0,0,0,0,2,1,4,9,4,3,1,5,4,2,3,5,4,4,1,0,1,2,0
947,219,0,0,0,0,1,2,2,3,8,5,10,11,15,11,23,20,19,30,13,20,12,9,5,0,947,198,0,0,0,0,0,2,9,10,22,24,24,15,18,17,6,7,12,9,10,3,6,3,0,1
948,390,0,0,0,0,2,1,5,9,19,22,24,34,33,27,24,40,29,45,21,13,20,9,7,6,948,390,0,0,0,0,0,2,17,37,41,29,26,31,34,20,24,27,17,22,28,11,11,6,4,3
949,663,0,0,0,0,1,12,20,32,44,53,41,52,39,46,50,53,51,48,40,28,25,17,11,0,949,608,0,0,0,0,0,3,8,26,33,33,33,41,38,38,47,37,48,53,40,30,33,26,28,12
950,351,0,0,0,0,1,6,24,32,38,19,15,16,18,19,19,22,26,25,32,14,13,10,2,0,950,360,0,0,0,0,0,2,6,10,15,16,14,27,18,20,18,20,26,48,37,22,23,16,12,6
951,283,0,0,0,0,1,10,18,20,28,23,26,17,13,21,14,18,19,19,10,9,7,6,3,1,951,294,0,0,0,0,0,1,4,7,11,9,11,13,19,17,12,30,27,22,27,28,13,19,12,10
952,638,0,0,0,0,5,7,28,30,42,43,43,31,45,45,36,44,51,49,43,36,32,20,7,1,952,675,0,0,0,0,0,4,7,19,35,37,32,36,42,42,47,41,58,73,56,47,42,24,26,5
953,175,0,0,0,0,0,2,1,4,10,5,10,13,9,17,17,10,13,14,15,15,8,8,4,0,953,173,0,0,0,0,0,0,3,4,10,14,14,16,17,14,11,16,8,9,11,9,7,5,3,2
954,120,0,0,0,0,0,6,3,3,8,4,8,1,8,10,13,12,10,8,13,6,5,2,0,0,954,127,0,0,0,0,0,0,3,2,6,10,8,9,5,11,11,4,15,6,8,9,8,3,6,2
955,154,0,0,0,0,1,1,1,1,1,1,1,5,11,10,7,9,19,24,14,14,11,12,10,1,955,161,0,0,0,0,0,0,2,2,5,13,12,20,19,18,11,16,11,7,6,14,3,0,2,0
956,30,0,0,0,0,0,0,2,0,1,0,2,2,3,1,3,5,4,2,1,2,0,1,0,1,956,34,0,0,0,0,0,0,2,1,5,2,2,3,1,5,2,2,3,1,0,2,0,1,1,1
957,280,0,0,0,0,2,7,11,14,14,16,19,22,16,20,16,15,34,31,22,11,5,5,0,0,957,237,0,0,0,0,0,4,12,21,21,16,20,15,15,17,18,12,14,16,13,6,6,6,5,0
958,550,0,0,0,0,2,6,14,20,27,19,33,45,38,26,54,56,57,51,38,28,17,13,6,0,958,514,0,0,0,0,0,3,9,26,33,29,45,39,42,42,30,36,32,30,26,23,18,24,15,11
959,135,0,0,0,0,2,1,5,9,5,4,10,8,16,11,6,8,5,9,9,8,8,7,4,0,959,130,0,0,0,0,0,2,1,2,6,4,4,7,10,12,4,13,7,9,12,11,8,9,3,6
960,145,0,0,0,0,0,2,11,8,7,8,10,6,18,12,11,11,8,12,10,4,3,2,2,0,960,144,0,0,0,0,0,0,1,3,7,12,12,13,17,4,5,10,6,12,8,9,5,7,8,4
961,37,0,0,0,0,0,2,1,2,2,2,1,2,2,3,2,3,3,7,1,1,1,1,1,0,961,32,0,0,0,0,0,0,2,2,2,5,4,3,2,1,1,1,1,0,2,4,2,0,0,0
962,131,0,0,0,0,0,7,8,10,9,13,11,5,10,11,7,6,9,11,4,4,1,4,1,0,962,121,0,0,0,0,0,0,8,4,9,12,7,4,4,4,7,8,9,11,9,11,7,4,2,1
963,50,0,0,0,0,0,2,3,6,3,6,1,2,4,1,2,4,2,2,6,2,3,0,1,0,963,51,0,0,0,0,0,0,2,1,0,0,4,2,3,6,2,6,2,4,6,4,3,3,2,1
964,95,0,0,0,0,0,2,3,7,5,8,4,5,5,5,6,9,9,14,7,4,1,1,0,0,964,94,0,0,0,0,0,1,6,7,12,6,6,6,4,4,5,8,2,10,3,3,3,4,3,1
965,145,0,0,0,0,3,3,7,7,6,11,9,16,11,9,10,7,12,8,4,8,7,5,2,0,965,120,0,0,0,0,0,2,3,9,6,9,6,10,10,10,7,4,8,5,8,8,3,2,5,5
966,143,0,0,0,0,4,4,4,6,8,12,15,8,8,11,9,10,10,11,6,5,5,4,3,0,966,136,0,0,0,0,0,2,6,6,20,9,6,15,7,10,3,6,7,9,9,4,3,4,9,1
967,167,0,0,0,0,3,6,2,9,8,9,7,12,6,11,10,16,16,16,13,10,5,4,2,2,967,139,0,0,0,0,0,1,4,14,7,8,10,11,13,5,5,8,8,12,10,4,5,2,4,5
968,57,0,0,0,0,0,2,5,2,3,8,5,4,2,1,6,4,2,5,1,4,0,2,1,0,968,59,0,0,0,0,0,0,0,2,2,1,1,6,4,2,2,7,6,3,6,5,7,2,2,1
969,189,0,0,0,0,1,5,13,17,17,14,11,11,9,12,6,17,12,6,11,8,10,7,2,0,969,201,0,0,0,0,0,2,2,5,8,10,1,6,11,8,11,16,16,19,17,20,15,15,14,5
970,146,0,0,0,0,0,4,5,4,7,11,11,11,12,11,9,12,9,11,6,5,9,7,2,0,970,130,0,0,0,0,0,1,5,1,6,8,13,6,9,11,13,5,10,10,8,8,3,8,4,0
971,171,0,0,0,0,1,9,4,6,2,9,8,16,15,12,13,13,14,16,14,8,6,3,2,0,971,134,0,0,0,0,0,0,3,7,5,5,12,11,10,10,10,8,10,10,7,9,4,7,3,2
972,494,0,0,0,0,1,5,14,16,17,28,45,35,43,33,23,34,38,32,33,36,27,22,9,3,972,275,0,0,0,0,0,4,11,16,16,12,14,29,21,22,16,14,12,22,18,17,9,10,6,5
973,165,0,0,0,0,1,3,0,5,6,11,12,11,17,6,19,10,21,9,12,7,5,5,4,1,973,143,0,0,0,0,0,2,5,14,14,10,10,8,8,8,6,9,8,9,10,12,2,5,3,0
974,116,0,0,0,0,2,3,6,11,10,8,7,6,6,6,4,7,6,10,10,3,4,3,3,1,974,104,0,0,0,0,0,0,1,1,6,7,3,4,7,8,6,5,5,9,7,9,9,9,5,3
975,84,0,0,0,0,1,0,1,1,1,10,6,5,11,4,3,4,10,8,5,6,4,2,2,0,975,64,0,0,0,0,0,0,2,0,2,3,2,3,5,5,4,2,6,8,4,4,3,5,0,3
976,61,0,0,0,0,0,3,3,1,1,7,4,4,4,7,5,5,2,2,5,3,1,2,1,1,976,49,0,0,0,0,0,0,0,3,3,3,5,2,4,3,1,5,3,2,3,1,4,2,2,2
977,1867,0,0,0,0,3,33,40,39,51,119,145,136,143,116,138,136,149,172,130,111,91,75,29,11,977,2135,0,0,0,0,0,11,78,79,133,157,181,172,174,167,158,149,144,129,106,78,74,52,46,32
978,380,0,0,0,0,0,5,6,8,7,26,36,30,34,27,28,27,33,22,31,20,20,12,7,1,978,505,0,0,0,0,0,1,18,29,45,46,43,50,49,36,36,33,28,28,25,16,5,7,3,3
979,45,0,0,0,0,0,3,4,2,1,3,4,2,3,5,2,2,2,3,1,2,1,2,2,1,979,38,0,0,0,0,0,0,2,3,2,4,1,1,0,2,2,3,3,3,4,1,4,1,0,2
980,106,0,0,0,0,0,0,1,4,2,14,12,8,7,9,5,4,6,11,6,3,4,7,3,0,980,87,0,0,0,0,0,0,1,5,4,6,4,5,5,7,8,6,3,9,4,3,3,4,6,4
981,87,0,0,0,0,0,0,2,2,3,12,9,7,9,4,5,6,8,5,6,2,0,4,3,0,981,65,0,0,0,0,0,0,1,3,3,2,6,4,8,5,4,3,4,6,4,6,0,1,2,3
982,8,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,982,8,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0
983,110,0,0,0,0,1,5,5,7,16,10,8,4,4,6,3,6,7,11,4,6,5,2,0,0,983,115,0,0,0,0,0,0,2,1,4,6,6,4,7,4,10,8,14,11,12,5,10,4,4,2
984,198,0,0,0,0,0,2,9,5,10,12,21,16,11,19,10,13,21,16,10,4,8,3,7,1,984,131,0,0,0,0,0,2,3,9,10,10,10,9,11,9,10,4,4,9,9,8,3,3,4,4
985,501,0,0,0,0,1,10,19,25,30,53,36,36,35,29,31,39,34,25,22,21,25,12,12,6,985,525,0,0,0,0,0,5,12,23,22,40,51,41,38,31,37,33,33,26,37,27,20,27,8,11
986,145,0,0,0,0,0,0,4,3,2,11,20,8,11,17,10,9,10,13,9,6,7,2,2,1,986,43,0,0,0,0,0,0,1,1,3,4,4,3,1,3,5,2,2,3,4,1,3,2,0,0
987,116,0,0,0,0,0,3,3,5,9,12,7,9,11,5,7,7,9,8,8,2,6,4,1,0,987,121,0,0,0,0,0,0,2,9,5,4,6,5,6,10,8,6,8,11,11,11,7,6,2,4
988,151,0,0,0,0,1,1,6,11,5,6,10,17,13,11,12,14,14,13,7,2,5,2,0,1,988,154,0,0,0,0,0,3,11,13,7,13,8,9,11,13,7,8,11,8,14,8,3,4,3,0
989,34,0,0,0,0,0,2,4,2,7,2,0,2,1,1,0,2,4,1,3,2,0,0,1,0,989,32,0,0,0,0,0,0,2,3,4,2,1,0,2,1,4,2,3,2,1,2,1,1,1,0
990,107,0,0,0,0,1,4,6,6,9,11,12,5,2,7,8,2,7,6,4,7,2,3,5,0,990,86,0,0,0,0,0,0,1,0,3,5,7,5,3,7,3,6,8,9,8,7,7,4,1,2
991,12,0,0,0,0,0,1,3,2,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,991,15,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,3,2,2,0,1,0,1,0
992,361,0,0,0,0,3,10,25,28,33,32,20,22,22,13,19,27,23,28,18,15,5,9,8,1,992,356,0,0,0,0,0,1,6,11,11,17,14,15,25,22,17,25,23,32,52,32,14,20,14,4
993,121,0,0,0,0,0,1,3,2,6,10,6,6,6,9,27,13,11,9,2,4,3,2,1,0,993,106,0,0,0,0,0,0,4,20,10,6,5,6,5,5,5,8,6,5,8,6,0,2,4,1
994,179,0,0,0,0,1,6,8,18,19,12,9,11,8,14,9,6,10,18,9,9,7,3,2,0,994,182,0,0,0,0,0,1,6,5,9,13,8,9,7,7,8,13,9,16,22,18,12,10,5,4
995,10,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,2,0,0,0,0,2,0,0,0,995,13,0,0,0,0,0,0,1,0,0,1,0,2,0,3,1,2,0,0,0,2,0,1,0,0
